Author_Year,AMS_Lab,Accession_No,IntChron_ID,Tree_Series,Latitude,Longitude,Site_Location,Country,Event,Species,EW_LW_WW,Extraction_Method,Holocellulose_Alphacellulose,Dating Method,Dated_Year,Age_Corrected_D14C,Age_Corrected_D14C_Error,Fraction_Modern,Fraction_Modern_Error,Calibrated_Age,Calibrated_Age_Error,d13C,Data_Quality,Source,Notes,QC MJ,QC GS
Brehm_21,ETH,88406.1.1,Int_69_13,STA-C34,51.7,-0.3,Abbey Church of St. Albans,England,1052 CE,Quercus spp,WW,Base-Acid-Base-Bleach,Holocellulose ,Crossdate,1020,-15.85,1.62,0.984,0.00162,1032,13,NaN,Good,https://doi.org/10.1038/s41561-020-00674-0 ,,MJ,GS
Brehm_21,ETH,88406.1.2,Int_69_13,STA-C34,51.7,-0.3,Abbey Church of St. Albans,England,1052 CE,Quercus spp,WW,Base-Acid-Base-Bleach,Holocellulose ,Crossdate,1020,-19.39,1.62,0.981,0.00162,1061,13,NaN,Good,https://doi.org/10.1038/s41561-020-00674-0 ,,MJ,GS
Brehm_21,ETH,88407.1.1,Int_69_13,STA-C34,51.7,-0.3,Abbey Church of St. Albans,England,1052 CE,Quercus spp,WW,Base-Acid-Base-Bleach,Holocellulose ,Crossdate,1021,-16.09,1.74,0.984,0.00174,1033,14,NaN,Good,https://doi.org/10.1038/s41561-020-00674-0 ,,MJ,GS
Brehm_21,ETH,88408.1.1,Int_69_13,STA-C34,51.7,-0.3,Abbey Church of St. Albans,England,1052 CE,Quercus spp,WW,Base-Acid-Base-Bleach,Holocellulose ,Crossdate,1022,-18.17,1.74,0.982,0.00174,1049,14,NaN,Good,https://doi.org/10.1038/s41561-020-00674-0 ,,MJ,GS
Brehm_21,ETH,88409.1.2,Int_69_13,STA-C34,51.7,-0.3,Abbey Church of St. Albans,England,1052 CE,Quercus spp,WW,Base-Acid-Base-Bleach,Holocellulose ,Crossdate,1023,-15.10,1.62,0.985,0.00162,1023,13,NaN,Good,https://doi.org/10.1038/s41561-020-00674-0 ,,MJ,GS
Brehm_21,ETH,88409.1.1,Int_69_13,STA-C34,51.7,-0.3,Abbey Church of St. Albans,England,1052 CE,Quercus spp,WW,Base-Acid-Base-Bleach,Holocellulose ,Crossdate,1023,-14.00,1.74,0.986,0.00174,1014,14,NaN,Good,https://doi.org/10.1038/s41561-020-00674-0 ,,MJ,GS
Brehm_21,ETH,88410.1.1,Int_69_13,STA-C34,51.7,-0.3,Abbey Church of St. Albans,England,1052 CE,Quercus spp,WW,Base-Acid-Base-Bleach,Holocellulose ,Crossdate,1024,-11.91,1.62,0.988,0.00162,996,13,NaN,Good,https://doi.org/10.1038/s41561-020-00674-0 ,,MJ,GS
Brehm_21,ETH,88411.1.1,Int_69_13,STA-C34,51.7,-0.3,Abbey Church of St. Albans,England,1052 CE,Quercus spp,WW,Base-Acid-Base-Bleach,Holocellulose ,Crossdate,1025,-12.52,1.74,0.987,0.00174,1000,14,NaN,Good,https://doi.org/10.1038/s41561-020-00674-0 ,,MJ,GS
Brehm_21,ETH,88412.1.2,Int_69_13,STA-C34,51.7,-0.3,Abbey Church of St. Albans,England,1052 CE,Quercus spp,WW,Base-Acid-Base-Bleach,Holocellulose ,Crossdate,1026,-16.68,1.62,0.983,0.00162,1033,13,NaN,Good,https://doi.org/10.1038/s41561-020-00674-0 ,,MJ,GS
Brehm_21,ETH,88412.1.1,Int_69_13,STA-C34,51.7,-0.3,Abbey Church of St. Albans,England,1052 CE,Quercus spp,WW,Base-Acid-Base-Bleach,Holocellulose ,Crossdate,1026,-12.51,1.74,0.987,0.00174,999,14,NaN,Good,https://doi.org/10.1038/s41561-020-00674-0 ,,MJ,GS
Brehm_21,ETH,88413.1.1,Int_69_13,STA-C34,51.7,-0.3,Abbey Church of St. Albans,England,1052 CE,Quercus spp,WW,Base-Acid-Base-Bleach,Holocellulose ,Crossdate,1027,-13.00,1.74,0.987,0.00174,1002,14,NaN,Good,https://doi.org/10.1038/s41561-020-00674-0 ,,MJ,GS
Brehm_21,ETH,88414.1.1,Int_69_13,STA-C34,51.7,-0.3,Abbey Church of St. Albans,England,1052 CE,Quercus spp,WW,Base-Acid-Base-Bleach,Holocellulose ,Crossdate,1028,-12.51,1.74,0.987,0.00174,997,14,NaN,Good,https://doi.org/10.1038/s41561-020-00674-0 ,,MJ,GS
Brehm_21,ETH,88415.1.2,Int_69_13,STA-C34,51.7,-0.3,Abbey Church of St. Albans,England,1052 CE,Quercus spp,WW,Base-Acid-Base-Bleach,Holocellulose ,Crossdate,1029,-13.85,1.62,0.986,0.00162,1007,13,NaN,Good,https://doi.org/10.1038/s41561-020-00674-0 ,,MJ,GS
Brehm_21,ETH,88415.1.1,Int_69_13,STA-C34,51.7,-0.3,Abbey Church of St. Albans,England,1052 CE,Quercus spp,WW,Base-Acid-Base-Bleach,Holocellulose ,Crossdate,1029,-12.87,1.74,0.987,0.00174,999,14,NaN,Good,https://doi.org/10.1038/s41561-020-00674-0 ,,MJ,GS
Brehm_21,ETH,88416.1.1,Int_69_13,STA-C34,51.7,-0.3,Abbey Church of St. Albans,England,1052 CE,Quercus spp,WW,Base-Acid-Base-Bleach,Holocellulose ,Crossdate,1030,-10.65,1.74,0.989,0.00174,980,14,NaN,Good,https://doi.org/10.1038/s41561-020-00674-0 ,,MJ,GS
Brehm_21,ETH,88417.1.1,Int_69_13,STA-C34,51.7,-0.3,Abbey Church of St. Albans,England,1052 CE,Quercus spp,WW,Base-Acid-Base-Bleach,Holocellulose ,Crossdate,1031,-14.46,1.62,0.986,0.00162,1010,13,NaN,Good,https://doi.org/10.1038/s41561-020-00674-0 ,,MJ,GS
Brehm_21,ETH,88418.1.1,Int_69_13,STA-C34,51.7,-0.3,Abbey Church of St. Albans,England,1052 CE,Quercus spp,WW,Base-Acid-Base-Bleach,Holocellulose ,Crossdate,1032,-10.28,1.62,0.990,0.00162,975,13,NaN,Good,https://doi.org/10.1038/s41561-020-00674-0 ,,MJ,GS
Brehm_21,ETH,88419.1.1,Int_69_13,STA-C34,51.7,-0.3,Abbey Church of St. Albans,England,1052 CE,Quercus spp,WW,Base-Acid-Base-Bleach,Holocellulose ,Crossdate,1033,-11.51,1.62,0.988,0.00162,984,13,NaN,Good,https://doi.org/10.1038/s41561-020-00674-0 ,,MJ,GS
Brehm_21,ETH,88420.1.1,Int_69_13,STA-C34,51.7,-0.3,Abbey Church of St. Albans,England,1052 CE,Quercus spp,WW,Base-Acid-Base-Bleach,Holocellulose ,Crossdate,1034,-9.53,1.62,0.990,0.00162,967,13,NaN,Good,https://doi.org/10.1038/s41561-020-00674-0 ,,MJ,GS
Brehm_21,ETH,88421.1.1,Int_69_13,STA-C34,51.7,-0.3,Abbey Church of St. Albans,England,1052 CE,Quercus spp,WW,Base-Acid-Base-Bleach,Holocellulose ,Crossdate,1035,-11.01,1.62,0.989,0.00162,978,13,NaN,Good,https://doi.org/10.1038/s41561-020-00674-0 ,,MJ,GS
Brehm_21,ETH,88422.1.1,Int_69_13,STA-C34,51.7,-0.3,Abbey Church of St. Albans,England,1052 CE,Quercus spp,WW,Base-Acid-Base-Bleach,Holocellulose ,Crossdate,1036,-8.04,1.62,0.992,0.00162,953,13,NaN,Good,https://doi.org/10.1038/s41561-020-00674-0 ,,MJ,GS
Brehm_21,ETH,88423.1.1,Int_69_13,STA-C34,51.7,-0.3,Abbey Church of St. Albans,England,1052 CE,Quercus spp,WW,Base-Acid-Base-Bleach,Holocellulose ,Crossdate,1037,-11.12,1.62,0.989,0.00162,977,13,NaN,Good,https://doi.org/10.1038/s41561-020-00674-0 ,,MJ,GS
Brehm_21,ETH,88424.1.1,Int_69_13,STA-C34,51.7,-0.3,Abbey Church of St. Albans,England,1052 CE,Quercus spp,WW,Base-Acid-Base-Bleach,Holocellulose ,Crossdate,1038,-11.73,1.62,0.988,0.00162,981,13,NaN,Good,https://doi.org/10.1038/s41561-020-00674-0 ,,MJ,GS
Brehm_21,ETH,88425.1.1,Int_69_13,STA-C34,51.7,-0.3,Abbey Church of St. Albans,England,1052 CE,Quercus spp,WW,Base-Acid-Base-Bleach,Holocellulose ,Crossdate,1039,-11.24,1.62,0.989,0.00162,976,13,NaN,Good,https://doi.org/10.1038/s41561-020-00674-0 ,,MJ,GS
Brehm_21,ETH,88426.1.1,Int_69_13,STA-C34,51.7,-0.3,Abbey Church of St. Albans,England,1052 CE,Quercus spp,WW,Base-Acid-Base-Bleach,Holocellulose ,Crossdate,1040,-12.34,1.62,0.988,0.00162,984,13,NaN,Good,https://doi.org/10.1038/s41561-020-00674-0 ,,MJ,GS
Brehm_21,ETH,88427.1.1,Int_69_13,STA-C34,51.7,-0.3,Abbey Church of St. Albans,England,1052 CE,Quercus spp,WW,Base-Acid-Base-Bleach,Holocellulose ,Crossdate,1041,-10.12,1.62,0.990,0.00162,965,13,NaN,Good,https://doi.org/10.1038/s41561-020-00674-0 ,,MJ,GS
Brehm_21,ETH,88428.1.1,Int_69_13,STA-C34,51.7,-0.3,Abbey Church of St. Albans,England,1052 CE,Quercus spp,WW,Base-Acid-Base-Bleach,Holocellulose ,Crossdate,1042,-13.20,1.62,0.987,0.00162,989,13,NaN,Good,https://doi.org/10.1038/s41561-020-00674-0 ,,MJ,GS
Brehm_21,ETH,88240.1.2,Int_69_12,STK-C10,53.4,-2.2,Church of St Mary Stockport,England,1052 CE,Quercus spp,WW,Base-Acid-Base-Bleach,Holocellulose ,Crossdate,1049,-8.99,1.62,0.991,0.00162,948,13,NaN,Good,https://doi.org/10.1038/s41561-020-00674-0 ,,MJ,GS
Brehm_21,ETH,88240.1.1,Int_69_12,STK-C10,53.4,-2.2,Church of St Mary Stockport,England,1052 CE,Quercus spp,WW,Base-Acid-Base-Bleach,Holocellulose ,Crossdate,1049,-8.99,1.62,0.991,0.00162,948,13,NaN,Good,https://doi.org/10.1038/s41561-020-00674-0 ,,MJ,GS
Brehm_21,ETH,88241.1.1,Int_69_12,STK-C10,53.4,-2.2,Church of St Mary Stockport,England,1052 CE,Quercus spp,WW,Base-Acid-Base-Bleach,Holocellulose ,Crossdate,1050,-7.50,1.62,0.992,0.00162,935,13,NaN,Good,https://doi.org/10.1038/s41561-020-00674-0 ,,MJ,GS
Brehm_21,ETH,88242.1.1,Int_69_12,STK-C10,53.4,-2.2,Church of St Mary Stockport,England,1052 CE,Quercus spp,WW,Base-Acid-Base-Bleach,Holocellulose ,Crossdate,1051,-8.61,1.62,0.991,0.00162,943,13,NaN,Good,https://doi.org/10.1038/s41561-020-00674-0 ,,MJ,GS
Brehm_21,ETH,88243.1.2,Int_69_12,STK-C10,53.4,-2.2,Church of St Mary Stockport,England,1052 CE,Quercus spp,WW,Base-Acid-Base-Bleach,Holocellulose ,Crossdate,1052,-9.71,1.62,0.990,0.00162,951,13,NaN,Good,https://doi.org/10.1038/s41561-020-00674-0 ,,MJ,GS
Brehm_21,ETH,88243.1.1,Int_69_12,STK-C10,53.4,-2.2,Church of St Mary Stockport,England,1052 CE,Quercus spp,WW,Base-Acid-Base-Bleach,Holocellulose ,Crossdate,1052,-11.44,1.62,0.989,0.00162,965,13,NaN,Good,https://doi.org/10.1038/s41561-020-00674-0 ,,MJ,GS
Brehm_21,ETH,88244.1.1,Int_69_12,STK-C10,53.4,-2.2,Church of St Mary Stockport,England,1052 CE,Quercus spp,WW,Base-Acid-Base-Bleach,Holocellulose ,Crossdate,1053,-4.77,1.62,0.995,0.00162,910,13,NaN,Good,https://doi.org/10.1038/s41561-020-00674-0 ,,MJ,GS
Brehm_21,ETH,88245.1.1,Int_69_12,STK-C10,53.4,-2.2,Church of St Mary Stockport,England,1052 CE,Quercus spp,WW,Base-Acid-Base-Bleach,Holocellulose ,Crossdate,1054,-3.65,1.62,0.996,0.00162,900,13,NaN,Good,https://doi.org/10.1038/s41561-020-00674-0 ,,MJ,GS
Brehm_21,ETH,88246.1.2,Int_69_12,STK-C10,53.4,-2.2,Church of St Mary Stockport,England,1052 CE,Quercus spp,WW,Base-Acid-Base-Bleach,Holocellulose ,Crossdate,1055,-2.65,1.62,0.997,0.00162,891,13,NaN,Good,https://doi.org/10.1038/s41561-020-00674-0 ,,MJ,GS
Brehm_21,ETH,88246.1.1,Int_69_12,STK-C10,53.4,-2.2,Church of St Mary Stockport,England,1052 CE,Quercus spp,WW,Base-Acid-Base-Bleach,Holocellulose ,Crossdate,1055,-3.15,1.62,0.997,0.00162,895,13,NaN,Good,https://doi.org/10.1038/s41561-020-00674-0 ,,MJ,GS
Brehm_21,ETH,88247.1.1,Int_69_12,STK-C10,53.4,-2.2,Church of St Mary Stockport,England,1052 CE,Quercus spp,WW,Base-Acid-Base-Bleach,Holocellulose ,Crossdate,1056,-4.88,1.62,0.995,0.00162,908,13,NaN,Good,https://doi.org/10.1038/s41561-020-00674-0 ,,MJ,GS
Brehm_21,ETH,88248.1.1,Int_69_12,STK-C10,53.4,-2.2,Church of St Mary Stockport,England,1052 CE,Quercus spp,WW,Base-Acid-Base-Bleach,Holocellulose ,Crossdate,1057,-7.97,1.74,0.992,0.00174,932,14,NaN,Good,https://doi.org/10.1038/s41561-020-00674-0 ,,MJ,GS
Brehm_21,ETH,88249.1.2,Int_69_12,STK-C10,53.4,-2.2,Church of St Mary Stockport,England,1052 CE,Quercus spp,WW,Base-Acid-Base-Bleach,Holocellulose ,Crossdate,1058,-7.84,1.62,0.992,0.00162,930,13,NaN,Good,https://doi.org/10.1038/s41561-020-00674-0 ,,MJ,GS
Brehm_21,ETH,88249.1.1,Int_69_12,STK-C10,53.4,-2.2,Church of St Mary Stockport,England,1052 CE,Quercus spp,WW,Base-Acid-Base-Bleach,Holocellulose ,Crossdate,1058,-9.32,1.62,0.991,0.00162,942,13,NaN,Good,https://doi.org/10.1038/s41561-020-00674-0 ,,MJ,GS
Brehm_21,ETH,88250.1.1,Int_69_12,STK-C10,53.4,-2.2,Church of St Mary Stockport,England,1052 CE,Quercus spp,WW,Base-Acid-Base-Bleach,Holocellulose ,Crossdate,1059,-5.98,1.74,0.994,0.00174,914,14,NaN,Good,https://doi.org/10.1038/s41561-020-00674-0 ,,MJ,GS
Brehm_21,ETH,88251.1.1,Int_69_12,STK-C10,53.4,-2.2,Church of St Mary Stockport,England,1052 CE,Quercus spp,WW,Base-Acid-Base-Bleach,Holocellulose ,Crossdate,1060,-8.95,1.74,0.991,0.00174,937,14,NaN,Good,https://doi.org/10.1038/s41561-020-00674-0 ,,MJ,GS
Brehm_21,ETH,88252.1.2,Int_69_12,STK-C10,53.4,-2.2,Church of St Mary Stockport,England,1052 CE,Quercus spp,WW,Base-Acid-Base-Bleach,Holocellulose ,Crossdate,1061,-7.09,1.62,0.993,0.00162,921,13,NaN,Good,https://doi.org/10.1038/s41561-020-00674-0 ,,MJ,GS
Brehm_21,ETH,88252.1.1,Int_69_12,STK-C10,53.4,-2.2,Church of St Mary Stockport,England,1052 CE,Quercus spp,WW,Base-Acid-Base-Bleach,Holocellulose ,Crossdate,1061,-6.72,1.62,0.993,0.00162,918,13,NaN,Good,https://doi.org/10.1038/s41561-020-00674-0 ,,MJ,GS
Brehm_21,ETH,88253.1.1,Int_69_12,STK-C10,53.4,-2.2,Church of St Mary Stockport,England,1052 CE,Quercus spp,WW,Base-Acid-Base-Bleach,Holocellulose ,Crossdate,1062,-8.57,1.74,0.991,0.00174,932,14,NaN,Good,https://doi.org/10.1038/s41561-020-00674-0 ,,MJ,GS
Brehm_21,ETH,88254.1.1,Int_69_12,STK-C10,53.4,-2.2,Church of St Mary Stockport,England,1052 CE,Quercus spp,WW,Base-Acid-Base-Bleach,Holocellulose ,Crossdate,1063,-7.45,1.74,0.993,0.00174,922,14,NaN,Good,https://doi.org/10.1038/s41561-020-00674-0 ,,MJ,GS
Brehm_21,ETH,88255.1.2,Int_69_12,STK-C10,53.4,-2.2,Church of St Mary Stockport,England,1052 CE,Quercus spp,WW,Base-Acid-Base-Bleach,Holocellulose ,Crossdate,1064,-7.70,1.62,0.992,0.00162,923,13,NaN,Good,https://doi.org/10.1038/s41561-020-00674-0 ,,MJ,GS
Brehm_21,ETH,88255.1.1,Int_69_12,STK-C10,53.4,-2.2,Church of St Mary Stockport,England,1052 CE,Quercus spp,WW,Base-Acid-Base-Bleach,Holocellulose ,Crossdate,1064,-7.33,1.62,0.993,0.00162,920,13,NaN,Good,https://doi.org/10.1038/s41561-020-00674-0 ,,MJ,GS
Brehm_21,ETH,88256.1.1,Int_69_12,STK-C10,53.4,-2.2,Church of St Mary Stockport,England,1052 CE,Quercus spp,WW,Base-Acid-Base-Bleach,Holocellulose ,Crossdate,1065,-9.92,1.74,0.990,0.00174,940,14,NaN,Good,https://doi.org/10.1038/s41561-020-00674-0 ,,MJ,GS
Brehm_21,ETH,88257.1.1,Int_69_12,STK-C10,53.4,-2.2,Church of St Mary Stockport,England,1052 CE,Quercus spp,WW,Base-Acid-Base-Bleach,Holocellulose ,Crossdate,1066,-8.93,1.74,0.991,0.00174,931,14,NaN,Good,https://doi.org/10.1038/s41561-020-00674-0 ,,MJ,GS
Brehm_21,ETH,88258.1.2,Int_69_12,STK-C10,53.4,-2.2,Church of St Mary Stockport,England,1052 CE,Quercus spp,WW,Base-Acid-Base-Bleach,Holocellulose ,Crossdate,1067,-6.08,1.62,0.994,0.00162,907,13,NaN,Good,https://doi.org/10.1038/s41561-020-00674-0 ,,MJ,GS
Brehm_21,ETH,88258.1.1,Int_69_12,STK-C10,53.4,-2.2,Church of St Mary Stockport,England,1052 CE,Quercus spp,WW,Base-Acid-Base-Bleach,Holocellulose ,Crossdate,1067,-4.97,1.62,0.995,0.00162,898,13,NaN,Good,https://doi.org/10.1038/s41561-020-00674-0 ,,MJ,GS
Brehm_21,ETH,88259.1.1,Int_69_12,STK-C10,53.4,-2.2,Church of St Mary Stockport,England,1052 CE,Quercus spp,WW,Base-Acid-Base-Bleach,Holocellulose ,Crossdate,1068,-7.81,1.74,0.992,0.00174,920,14,NaN,Good,https://doi.org/10.1038/s41561-020-00674-0 ,,MJ,GS
Brehm_21,ETH,88260.1.2,Int_69_12,STK-C10,53.4,-2.2,Church of St Mary Stockport,England,1052 CE,Quercus spp,WW,Base-Acid-Base-Bleach,Holocellulose ,Crossdate,1069,-9.29,1.62,0.991,0.00162,931,13,NaN,Good,https://doi.org/10.1038/s41561-020-00674-0 ,,MJ,GS
Brehm_21,ETH,88260.1.1,Int_69_12,STK-C10,53.4,-2.2,Church of St Mary Stockport,England,1052 CE,Quercus spp,WW,Base-Acid-Base-Bleach,Holocellulose ,Crossdate,1069,-7.56,1.62,0.992,0.00162,917,13,NaN,Good,https://doi.org/10.1038/s41561-020-00674-0 ,,MJ,GS
Brehm_21,ETH,88261.1.1,Int_69_12,STK-C10,53.4,-2.2,Church of St Mary Stockport,England,1052 CE,Quercus spp,WW,Base-Acid-Base-Bleach,Holocellulose ,Crossdate,1070,-9.77,1.74,0.990,0.00174,934,14,NaN,Good,https://doi.org/10.1038/s41561-020-00674-0 ,,MJ,GS
Brehm_21,ETH,88262.1.1,Int_69_12,STK-C10,53.4,-2.2,Church of St Mary Stockport,England,1052 CE,Quercus spp,WW,Base-Acid-Base-Bleach,Holocellulose ,Crossdate,1071,-7.43,1.74,0.993,0.00174,914,14,NaN,Good,https://doi.org/10.1038/s41561-020-00674-0 ,,MJ,GS
Brehm_21,ETH,88263.1.2,Int_69_12,STK-C10,53.4,-2.2,Church of St Mary Stockport,England,1052 CE,Quercus spp,WW,Base-Acid-Base-Bleach,Holocellulose ,Crossdate,1072,-8.04,1.62,0.992,0.00162,918,13,NaN,Good,https://doi.org/10.1038/s41561-020-00674-0 ,,MJ,GS
Brehm_21,ETH,88263.1.1,Int_69_12,STK-C10,53.4,-2.2,Church of St Mary Stockport,England,1052 CE,Quercus spp,WW,Base-Acid-Base-Bleach,Holocellulose ,Crossdate,1072,-8.53,1.62,0.991,0.00162,922,13,NaN,Good,https://doi.org/10.1038/s41561-020-00674-0 ,,MJ,GS
Brehm_21,ETH,88264.1.1,Int_69_12,STK-C10,53.4,-2.2,Church of St Mary Stockport,England,1052 CE,Quercus spp,WW,Base-Acid-Base-Bleach,Holocellulose ,Crossdate,1073,-10.26,1.74,0.990,0.00174,935,14,NaN,Good,https://doi.org/10.1038/s41561-020-00674-0 ,,MJ,GS
Brehm_21,ETH,88265.1.1,Int_69_12,STK-C10,53.4,-2.2,Church of St Mary Stockport,England,1052 CE,Quercus spp,WW,Base-Acid-Base-Bleach,Holocellulose ,Crossdate,1074,-12.35,1.74,0.988,0.00174,951,14,NaN,Good,https://doi.org/10.1038/s41561-020-00674-0 ,,MJ,GS
Brehm_21,ETH,88266.1.2,Int_69_12,STK-C10,53.4,-2.2,Church of St Mary Stockport,England,1052 CE,Quercus spp,WW,Base-Acid-Base-Bleach,Holocellulose ,Crossdate,1075,-8.28,1.62,0.992,0.00162,917,13,NaN,Good,https://doi.org/10.1038/s41561-020-00674-0 ,,MJ,GS
Brehm_21,ETH,88266.1.1,Int_69_12,STK-C10,53.4,-2.2,Church of St Mary Stockport,England,1052 CE,Quercus spp,WW,Base-Acid-Base-Bleach,Holocellulose ,Crossdate,1075,-10.13,1.62,0.990,0.00162,932,13,NaN,Good,https://doi.org/10.1038/s41561-020-00674-0 ,,MJ,GS
Brehm_21,ETH,88267.1.1,Int_69_12,STK-C10,53.4,-2.2,Church of St Mary Stockport,England,1052 CE,Quercus spp,WW,Base-Acid-Base-Bleach,Holocellulose ,Crossdate,1076,-9.51,1.74,0.990,0.00174,926,14,NaN,Good,https://doi.org/10.1038/s41561-020-00674-0 ,,MJ,GS
Brehm_21,ETH,88268.1.1,Int_69_12,STK-C10,53.4,-2.2,Church of St Mary Stockport,England,1052 CE,Quercus spp,WW,Base-Acid-Base-Bleach,Holocellulose ,Crossdate,1077,-8.52,1.74,0.991,0.00174,917,14,NaN,Good,https://doi.org/10.1038/s41561-020-00674-0 ,,MJ,GS
Brehm_21,ETH,88269.1.2,Int_69_12,STK-C10,53.4,-2.2,Church of St Mary Stockport,England,1052 CE,Quercus spp,WW,Base-Acid-Base-Bleach,Holocellulose ,Crossdate,1078,-13.32,1.62,0.987,0.00162,955,13,NaN,Good,https://doi.org/10.1038/s41561-020-00674-0 ,,MJ,GS
Brehm_21,ETH,88269.1.1,Int_69_12,STK-C10,53.4,-2.2,Church of St Mary Stockport,England,1052 CE,Quercus spp,WW,Base-Acid-Base-Bleach,Holocellulose ,Crossdate,1078,-7.77,1.62,0.992,0.00162,910,13,NaN,Good,https://doi.org/10.1038/s41561-020-00674-0 ,,MJ,GS
Brehm_21,ETH,88270.1.1,Int_69_12,STK-C10,53.4,-2.2,Church of St Mary Stockport,England,1052 CE,Quercus spp,WW,Base-Acid-Base-Bleach,Holocellulose ,Crossdate,1079,-9.25,1.74,0.991,0.00174,921,14,NaN,Good,https://doi.org/10.1038/s41561-020-00674-0 ,,MJ,GS
Brehm_21,ETH,88271.1.1,Int_69_12,STK-C10,53.4,-2.2,Church of St Mary Stockport,England,1052 CE,Quercus spp,WW,Base-Acid-Base-Bleach,Holocellulose ,Crossdate,1080,-13.31,1.74,0.987,0.00174,953,14,NaN,Good,https://doi.org/10.1038/s41561-020-00674-0 ,,MJ,GS
Brehm_21,ETH,88272.1.2,Int_69_12,STK-C10,53.4,-2.2,Church of St Mary Stockport,England,1052 CE,Quercus spp,WW,Base-Acid-Base-Bleach,Holocellulose ,Crossdate,1081,-15.76,1.62,0.984,0.00162,972,13,NaN,Good,https://doi.org/10.1038/s41561-020-00674-0 ,,MJ,GS
Brehm_21,ETH,88272.1.1,Int_69_12,STK-C10,53.4,-2.2,Church of St Mary Stockport,England,1052 CE,Quercus spp,WW,Base-Acid-Base-Bleach,Holocellulose ,Crossdate,1081,-13.06,1.62,0.987,0.00162,950,13,NaN,Good,https://doi.org/10.1038/s41561-020-00674-0 ,,MJ,GS
Brehm_21,ETH,88273.1.1,Int_69_12,STK-C10,53.4,-2.2,Church of St Mary Stockport,England,1052 CE,Quercus spp,WW,Base-Acid-Base-Bleach,Holocellulose ,Crossdate,1082,-13.06,1.74,0.987,0.00174,949,14,NaN,Good,https://doi.org/10.1038/s41561-020-00674-0 ,,MJ,GS
Brehm_21,ETH,88274.1.1,Int_69_12,STK-C10,53.4,-2.2,Church of St Mary Stockport,England,1052 CE,Quercus spp,WW,Base-Acid-Base-Bleach,Holocellulose ,Crossdate,1083,-14.03,1.74,0.986,0.00174,956,14,NaN,Good,https://doi.org/10.1038/s41561-020-00674-0 ,,MJ,GS
Brehm_21,ETH,88275.1.2,Int_69_12,STK-C10,53.4,-2.2,Church of St Mary Stockport,England,1052 CE,Quercus spp,WW,Base-Acid-Base-Bleach,Holocellulose ,Crossdate,1084,-14.89,1.62,0.985,0.00162,962,13,NaN,Good,https://doi.org/10.1038/s41561-020-00674-0 ,,MJ,GS
Brehm_21,ETH,88275.1.1,Int_69_12,STK-C10,53.4,-2.2,Church of St Mary Stockport,England,1052 CE,Quercus spp,WW,Base-Acid-Base-Bleach,Holocellulose ,Crossdate,1084,-12.68,1.62,0.987,0.00162,944,13,NaN,Good,https://doi.org/10.1038/s41561-020-00674-0 ,,MJ,GS
Brehm_21,ETH,88276.1.1,Int_69_12,STK-C10,53.4,-2.2,Church of St Mary Stockport,England,1052 CE,Quercus spp,WW,Base-Acid-Base-Bleach,Holocellulose ,Crossdate,1085,-14.64,1.74,0.985,0.00174,959,14,NaN,Good,https://doi.org/10.1038/s41561-020-00674-0 ,,MJ,GS
Brehm_21,ETH,88277.1.1,Int_69_12,STK-C10,53.4,-2.2,Church of St Mary Stockport,England,1052 CE,Quercus spp,WW,Base-Acid-Base-Bleach,Holocellulose ,Crossdate,1086,-14.15,1.74,0.986,0.00174,954,14,NaN,Good,https://doi.org/10.1038/s41561-020-00674-0 ,,MJ,GS
Brehm_21,ETH,88278.1.2,Int_69_12,STK-C10,53.4,-2.2,Church of St Mary Stockport,England,1052 CE,Quercus spp,WW,Base-Acid-Base-Bleach,Holocellulose ,Crossdate,1087,-16.35,1.62,0.984,0.00162,971,13,NaN,Good,https://doi.org/10.1038/s41561-020-00674-0 ,,MJ,GS
Brehm_21,ETH,88278.1.1,Int_69_12,STK-C10,53.4,-2.2,Church of St Mary Stockport,England,1052 CE,Quercus spp,WW,Base-Acid-Base-Bleach,Holocellulose ,Crossdate,1087,-14.88,1.62,0.985,0.00162,959,13,NaN,Good,https://doi.org/10.1038/s41561-020-00674-0 ,,MJ,GS
Brehm_21,ETH,88279.1.1,Int_69_12,STK-C10,53.4,-2.2,Church of St Mary Stockport,England,1052 CE,Quercus spp,WW,Base-Acid-Base-Bleach,Holocellulose ,Crossdate,1088,-15.73,1.74,0.984,0.00174,965,14,NaN,Good,https://doi.org/10.1038/s41561-020-00674-0 ,,MJ,GS
Brehm_21,ETH,88280.1.1,Int_69_12,STK-C10,53.4,-2.2,Church of St Mary Stockport,England,1052 CE,Quercus spp,WW,Base-Acid-Base-Bleach,Holocellulose ,Crossdate,1089,-14.75,1.74,0.985,0.00174,956,14,NaN,Good,https://doi.org/10.1038/s41561-020-00674-0 ,,MJ,GS
Brehm_21,ETH,88281.1.2,Int_69_12,STK-C10,53.4,-2.2,Church of St Mary Stockport,England,1052 CE,Quercus spp,WW,Base-Acid-Base-Bleach,Holocellulose ,Crossdate,1090,-17.69,1.62,0.982,0.00162,979,13,NaN,Good,https://doi.org/10.1038/s41561-020-00674-0 ,,MJ,GS
